     0: >>> E[0:00:00]-R[?]: Return=   -0.0076, Steps= 8.6, Features = 16
   742: E[0:00:06]-R[0:00:10]: Return=    -1.005, Steps=   6, Features = 16
   878: E[0:00:07]-R[0:00:09]: Return=     0.995, Steps=   6, Features = 16
  1010: E[0:00:08]-R[0:00:08]: Return=     0.993, Steps=   8, Features = 16
  1140: E[0:00:09]-R[0:00:07]: Return=     0.997, Steps=   4, Features = 16
  1274: E[0:00:10]-R[0:00:06]: Return=    -1.001, Steps=   2, Features = 16
  1410: E[0:00:11]-R[0:00:05]: Return=     0.993, Steps=   8, Features = 16
  1540: E[0:00:12]-R[0:00:04]: Return=    -1.001, Steps=   2, Features = 16
  1678: E[0:00:13]-R[0:00:02]: Return=     0.991, Steps=  10, Features = 16
  1814: E[0:00:14]-R[0:00:01]: Return=     0.995, Steps=   6, Features = 16
  1940: E[0:00:15]-R[0:00:00]: Return=     0.995, Steps=   6, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=     0.596, Steps= 5.0, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=   -0.8081, Steps= 9.1, Features = 16
   101: E[0:00:01]-R[0:00:14]: Return=     0.991, Steps=  10, Features = 16
   253: E[0:00:02]-R[0:00:12]: Return=     0.981, Steps=  20, Features = 16
   407: E[0:00:03]-R[0:00:11]: Return=     0.987, Steps=  14, Features = 16
   558: E[0:00:04]-R[0:00:10]: Return=     -1.01, Steps=  11, Features = 16
   701: E[0:00:05]-R[0:00:09]: Return=    -1.008, Steps=   9, Features = 16
   843: E[0:00:06]-R[0:00:08]: Return=     0.989, Steps=  12, Features = 16
   993: E[0:00:07]-R[0:00:07]: Return=     0.987, Steps=  14, Features = 16
  1138: E[0:00:08]-R[0:00:06]: Return=     0.983, Steps=  18, Features = 16
  1284: E[0:00:09]-R[0:00:05]: Return=     0.985, Steps=  16, Features = 16
  1440: E[0:00:10]-R[0:00:04]: Return=     0.983, Steps=  18, Features = 16
  1592: E[0:00:11]-R[0:00:03]: Return=     0.987, Steps=  14, Features = 16
  1750: E[0:00:12]-R[0:00:02]: Return=     0.987, Steps=  14, Features = 16
  1900: E[0:00:13]-R[0:00:01]: Return=     0.987, Steps=  14, Features = 16
  2000: >>> E[0:00:14]-R[0:00:00]: Return=    0.9924, Steps= 8.6, Features = 16
Total Experiment Duration 0:00:14
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=   -0.8021, Steps= 3.1, Features = 16
    87: E[0:00:01]-R[0:00:14]: Return=     0.993, Steps=   8, Features = 16
   210: E[0:00:02]-R[0:00:14]: Return=     0.995, Steps=   6, Features = 16
   346: E[0:00:03]-R[0:00:13]: Return=     0.993, Steps=   8, Features = 16
   476: E[0:00:04]-R[0:00:12]: Return=     0.995, Steps=   6, Features = 16
   608: E[0:00:05]-R[0:00:11]: Return=    -1.004, Steps=   5, Features = 16
   735: E[0:00:06]-R[0:00:10]: Return=     0.995, Steps=   6, Features = 16
   865: E[0:00:07]-R[0:00:09]: Return=    -1.006, Steps=   7, Features = 16
   995: E[0:00:08]-R[0:00:08]: Return=     0.995, Steps=   6, Features = 16
  1122: E[0:00:09]-R[0:00:07]: Return=     0.989, Steps=  12, Features = 16
  1251: E[0:00:10]-R[0:00:06]: Return=     0.997, Steps=   4, Features = 16
  1385: E[0:00:11]-R[0:00:05]: Return=    -1.006, Steps=   7, Features = 16
  1514: E[0:00:12]-R[0:00:04]: Return=     0.997, Steps=   4, Features = 16
  1649: E[0:00:13]-R[0:00:03]: Return=     0.995, Steps=   6, Features = 16
  1782: E[0:00:14]-R[0:00:02]: Return=    -1.004, Steps=   5, Features = 16
  1913: E[0:00:15]-R[0:00:01]: Return=     0.997, Steps=   4, Features = 16
  2000: >>> E[0:00:16]-R[0:00:00]: Return=    0.5954, Steps= 5.6, Features = 16
Total Experiment Duration 0:00:16
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=   -0.0073, Steps= 8.3, Features = 16
   104: E[0:00:01]-R[0:00:13]: Return=    -1.002, Steps=   3, Features = 16
   233: E[0:00:02]-R[0:00:13]: Return=     0.995, Steps=   6, Features = 16
   375: E[0:00:03]-R[0:00:12]: Return=     0.995, Steps=   6, Features = 16
   521: E[0:00:04]-R[0:00:11]: Return=     0.987, Steps=  14, Features = 16
   660: E[0:00:05]-R[0:00:10]: Return=     0.993, Steps=   8, Features = 16
   806: E[0:00:06]-R[0:00:09]: Return=     0.995, Steps=   6, Features = 16
   940: E[0:00:07]-R[0:00:08]: Return=     0.995, Steps=   6, Features = 16
  1088: E[0:00:08]-R[0:00:07]: Return=     0.997, Steps=   4, Features = 16
  1232: E[0:00:09]-R[0:00:06]: Return=     0.995, Steps=   6, Features = 16
  1376: E[0:00:10]-R[0:00:05]: Return=     0.995, Steps=   6, Features = 16
  1515: E[0:00:11]-R[0:00:04]: Return=     0.997, Steps=   4, Features = 16
  1659: E[0:00:12]-R[0:00:02]: Return=     0.991, Steps=  10, Features = 16
  1802: E[0:00:13]-R[0:00:01]: Return=     -1.02, Steps=  21, Features = 16
  1943: E[0:00:14]-R[0:00:00]: Return=     0.989, Steps=  12, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.9864, Steps=14.6, Features = 16
    74: E[0:00:01]-R[0:00:14]: Return=     0.997, Steps=   4, Features = 16
   202: E[0:00:02]-R[0:00:14]: Return=     0.987, Steps=  14, Features = 16
   346: E[0:00:03]-R[0:00:13]: Return=     0.967, Steps=  34, Features = 16
   484: E[0:00:04]-R[0:00:11]: Return=     0.995, Steps=   6, Features = 16
   622: E[0:00:05]-R[0:00:10]: Return=     0.995, Steps=   6, Features = 16
   756: E[0:00:06]-R[0:00:09]: Return=     0.997, Steps=   4, Features = 16
   890: E[0:00:07]-R[0:00:08]: Return=     0.995, Steps=   6, Features = 16
  1024: E[0:00:08]-R[0:00:07]: Return=     0.989, Steps=  12, Features = 16
  1168: E[0:00:09]-R[0:00:06]: Return=     0.983, Steps=  18, Features = 16
  1302: E[0:00:10]-R[0:00:05]: Return=     0.995, Steps=   6, Features = 16
  1430: E[0:00:11]-R[0:00:04]: Return=     0.991, Steps=  10, Features = 16
  1564: E[0:00:12]-R[0:00:03]: Return=     0.995, Steps=   6, Features = 16
  1706: E[0:00:13]-R[0:00:02]: Return=     0.993, Steps=   8, Features = 16
  1848: E[0:00:14]-R[0:00:01]: Return=     0.997, Steps=   4, Features = 16
  1984: E[0:00:15]-R[0:00:00]: Return=     0.997, Steps=   4, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=     0.996, Steps= 5.0, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=   -0.4105, Steps=11.5, Features = 16
   101: E[0:00:01]-R[0:00:13]: Return=     0.989, Steps=  12, Features = 16
   234: E[0:00:02]-R[0:00:13]: Return=     0.993, Steps=   8, Features = 16
   362: E[0:00:03]-R[0:00:12]: Return=     0.995, Steps=   6, Features = 16
   510: E[0:00:04]-R[0:00:11]: Return=     0.971, Steps=  30, Features = 16
   646: E[0:00:05]-R[0:00:10]: Return=    -1.008, Steps=   9, Features = 16
   777: E[0:00:06]-R[0:00:09]: Return=     0.993, Steps=   8, Features = 16
   918: E[0:00:07]-R[0:00:08]: Return=     0.995, Steps=   6, Features = 16
  1063: E[0:00:08]-R[0:00:07]: Return=     0.981, Steps=  20, Features = 16
  1198: E[0:00:09]-R[0:00:06]: Return=     0.997, Steps=   4, Features = 16
  1341: E[0:00:10]-R[0:00:05]: Return=     0.995, Steps=   6, Features = 16
  1487: E[0:00:11]-R[0:00:04]: Return=     0.991, Steps=  10, Features = 16
  1625: E[0:00:12]-R[0:00:03]: Return=     0.997, Steps=   4, Features = 16
  1763: E[0:00:13]-R[0:00:02]: Return=     0.997, Steps=   4, Features = 16
  1914: E[0:00:14]-R[0:00:01]: Return=     0.985, Steps=  16, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.5956, Steps= 5.4, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    -1.001, Steps= 2.4, Features = 16
   114: E[0:00:01]-R[0:00:14]: Return=     0.967, Steps=  34, Features = 16
   233: E[0:00:02]-R[0:00:14]: Return=     0.997, Steps=   4, Features = 16
   372: E[0:00:03]-R[0:00:13]: Return=     0.993, Steps=   8, Features = 16
   503: E[0:00:04]-R[0:00:12]: Return=     0.993, Steps=   8, Features = 16
   639: E[0:00:05]-R[0:00:10]: Return=    -1.006, Steps=   7, Features = 16
   776: E[0:00:06]-R[0:00:09]: Return=        -1, Steps=   1, Features = 16
   903: E[0:00:07]-R[0:00:08]: Return=     0.997, Steps=   4, Features = 16
  1038: E[0:00:08]-R[0:00:07]: Return=    -1.004, Steps=   5, Features = 16
  1173: E[0:00:09]-R[0:00:06]: Return=     0.997, Steps=   4, Features = 16
  1312: E[0:00:10]-R[0:00:05]: Return=     0.995, Steps=   6, Features = 16
  1439: E[0:00:11]-R[0:00:04]: Return=     0.993, Steps=   8, Features = 16
  1573: E[0:00:12]-R[0:00:03]: Return=     0.991, Steps=  10, Features = 16
  1699: E[0:00:13]-R[0:00:02]: Return=        -1, Steps=   1, Features = 16
  1836: E[0:00:14]-R[0:00:01]: Return=     0.991, Steps=  10, Features = 16
  1969: E[0:00:15]-R[0:00:00]: Return=     0.995, Steps=   6, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.3971, Steps= 3.9, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.3893, Steps=11.7, Features = 16
   102: E[0:00:01]-R[0:00:14]: Return=     0.987, Steps=  14, Features = 16
   232: E[0:00:02]-R[0:00:13]: Return=     0.997, Steps=   4, Features = 16
   370: E[0:00:03]-R[0:00:12]: Return=    -1.008, Steps=   9, Features = 16
   506: E[0:00:04]-R[0:00:11]: Return=     0.995, Steps=   6, Features = 16
   642: E[0:00:05]-R[0:00:10]: Return=     0.993, Steps=   8, Features = 16
   782: E[0:00:06]-R[0:00:09]: Return=     -1.01, Steps=  11, Features = 16
   926: E[0:00:07]-R[0:00:08]: Return=     0.979, Steps=  22, Features = 16
  1070: E[0:00:08]-R[0:00:07]: Return=     0.981, Steps=  20, Features = 16
  1207: E[0:00:09]-R[0:00:06]: Return=     0.995, Steps=   6, Features = 16
  1347: E[0:00:10]-R[0:00:05]: Return=     0.987, Steps=  14, Features = 16
  1489: E[0:00:11]-R[0:00:04]: Return=     0.995, Steps=   6, Features = 16
  1629: E[0:00:12]-R[0:00:03]: Return=     0.993, Steps=   8, Features = 16
  1767: E[0:00:13]-R[0:00:02]: Return=     0.997, Steps=   4, Features = 16
  1908: E[0:00:14]-R[0:00:01]: Return=     0.989, Steps=  12, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.7965, Steps= 4.5, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.3883, Steps=12.7, Features = 16
   100: E[0:00:01]-R[0:00:13]: Return=     0.943, Steps=  58, Features = 16
   229: E[0:00:02]-R[0:00:13]: Return=     0.997, Steps=   4, Features = 16
   370: E[0:00:03]-R[0:00:12]: Return=     0.991, Steps=  10, Features = 16
   508: E[0:00:04]-R[0:00:11]: Return=     0.997, Steps=   4, Features = 16
   647: E[0:00:05]-R[0:00:10]: Return=     0.993, Steps=   8, Features = 16
   788: E[0:00:06]-R[0:00:09]: Return=     0.993, Steps=   8, Features = 16
   927: E[0:00:07]-R[0:00:08]: Return=     0.995, Steps=   6, Features = 16
  1064: E[0:00:08]-R[0:00:07]: Return=     0.989, Steps=  12, Features = 16
  1206: E[0:00:09]-R[0:00:06]: Return=     0.995, Steps=   6, Features = 16
  1349: E[0:00:10]-R[0:00:05]: Return=     0.995, Steps=   6, Features = 16
  1488: E[0:00:11]-R[0:00:04]: Return=     0.995, Steps=   6, Features = 16
  1628: E[0:00:12]-R[0:00:03]: Return=    -1.002, Steps=   3, Features = 16
  1767: E[0:00:13]-R[0:00:02]: Return=     0.991, Steps=  10, Features = 16
  1905: E[0:00:14]-R[0:00:01]: Return=     0.997, Steps=   4, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.7959, Steps= 5.1, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.9864, Steps=14.6, Features = 16
   102: E[0:00:01]-R[0:00:14]: Return=     0.991, Steps=  10, Features = 16
   232: E[0:00:02]-R[0:00:13]: Return=     0.997, Steps=   4, Features = 16
   378: E[0:00:03]-R[0:00:12]: Return=     0.991, Steps=  10, Features = 16
   522: E[0:00:04]-R[0:00:11]: Return=     0.987, Steps=  14, Features = 16
   660: E[0:00:05]-R[0:00:10]: Return=     0.995, Steps=   6, Features = 16
   796: E[0:00:06]-R[0:00:09]: Return=     0.997, Steps=   4, Features = 16
   928: E[0:00:07]-R[0:00:08]: Return=     0.993, Steps=   8, Features = 16
  1072: E[0:00:08]-R[0:00:07]: Return=     0.977, Steps=  24, Features = 16
  1222: E[0:00:09]-R[0:00:06]: Return=     0.985, Steps=  16, Features = 16
  1364: E[0:00:10]-R[0:00:05]: Return=     0.991, Steps=  10, Features = 16
  1504: E[0:00:11]-R[0:00:04]: Return=     0.989, Steps=  12, Features = 16
  1646: E[0:00:12]-R[0:00:03]: Return=     0.991, Steps=  10, Features = 16
  1780: E[0:00:13]-R[0:00:02]: Return=     0.997, Steps=   4, Features = 16
  1912: E[0:00:14]-R[0:00:01]: Return=     0.995, Steps=   6, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=     0.996, Steps= 5.0, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=   -0.2074, Steps= 8.4, Features = 16
    81: E[0:00:01]-R[0:00:15]: Return=    -1.004, Steps=   5, Features = 16
   212: E[0:00:02]-R[0:00:15]: Return=    -1.032, Steps=  33, Features = 16
   352: E[0:00:03]-R[0:00:13]: Return=     0.989, Steps=  12, Features = 16
   482: E[0:00:04]-R[0:00:12]: Return=     0.987, Steps=  14, Features = 16
   597: E[0:00:05]-R[0:00:12]: Return=    -1.004, Steps=   5, Features = 16
   722: E[0:00:06]-R[0:00:11]: Return=     0.987, Steps=  14, Features = 16
   838: E[0:00:07]-R[0:00:10]: Return=     0.997, Steps=   4, Features = 16
   956: E[0:00:08]-R[0:00:09]: Return=     0.993, Steps=   8, Features = 16
  1075: E[0:00:09]-R[0:00:08]: Return=     0.991, Steps=  10, Features = 16
  1186: E[0:00:10]-R[0:00:07]: Return=     0.997, Steps=   4, Features = 16
  1301: E[0:00:11]-R[0:00:06]: Return=     0.997, Steps=   4, Features = 16
  1415: E[0:00:12]-R[0:00:05]: Return=     0.997, Steps=   4, Features = 16
  1540: E[0:00:13]-R[0:00:04]: Return=     0.985, Steps=  16, Features = 16
  1668: E[0:00:14]-R[0:00:03]: Return=     0.989, Steps=  12, Features = 16
  1795: E[0:00:15]-R[0:00:02]: Return=    -1.006, Steps=   7, Features = 16
  1938: E[0:00:16]-R[0:00:01]: Return=     0.987, Steps=  14, Features = 16
  2000: >>> E[0:00:17]-R[0:00:00]: Return=    0.9964, Steps= 4.6, Features = 16
Total Experiment Duration 0:00:17
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.9836, Steps=17.4, Features = 16
   100: E[0:00:01]-R[0:00:13]: Return=     0.989, Steps=  12, Features = 16
   224: E[0:00:02]-R[0:00:13]: Return=     0.997, Steps=   4, Features = 16
   364: E[0:00:03]-R[0:00:12]: Return=     0.991, Steps=  10, Features = 16
   506: E[0:00:04]-R[0:00:11]: Return=     0.993, Steps=   8, Features = 16
   646: E[0:00:05]-R[0:00:10]: Return=    -1.011, Steps=  12, Features = 16
   786: E[0:00:06]-R[0:00:09]: Return=    -1.007, Steps=   8, Features = 16
   926: E[0:00:07]-R[0:00:08]: Return=     0.993, Steps=   8, Features = 16
  1068: E[0:00:08]-R[0:00:07]: Return=     0.985, Steps=  16, Features = 16
  1208: E[0:00:09]-R[0:00:06]: Return=     0.987, Steps=  14, Features = 16
  1346: E[0:00:10]-R[0:00:05]: Return=     0.987, Steps=  14, Features = 16
  1486: E[0:00:11]-R[0:00:04]: Return=     0.993, Steps=   8, Features = 16
  1628: E[0:00:12]-R[0:00:03]: Return=     0.993, Steps=   8, Features = 16
  1764: E[0:00:13]-R[0:00:02]: Return=     0.995, Steps=   6, Features = 16
  1900: E[0:00:14]-R[0:00:01]: Return=     0.991, Steps=  10, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9962, Steps= 4.8, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.7885, Steps=12.5, Features = 16
    88: E[0:00:01]-R[0:00:14]: Return=     0.991, Steps=  10, Features = 16
   220: E[0:00:02]-R[0:00:14]: Return=     0.993, Steps=   8, Features = 16
   354: E[0:00:03]-R[0:00:13]: Return=     0.993, Steps=   8, Features = 16
   490: E[0:00:04]-R[0:00:12]: Return=     0.989, Steps=  12, Features = 16
   626: E[0:00:05]-R[0:00:10]: Return=     0.991, Steps=  10, Features = 16
   759: E[0:00:06]-R[0:00:09]: Return=     0.997, Steps=   4, Features = 16
   901: E[0:00:07]-R[0:00:08]: Return=     0.977, Steps=  24, Features = 16
  1041: E[0:00:08]-R[0:00:07]: Return=     0.993, Steps=   8, Features = 16
  1177: E[0:00:09]-R[0:00:06]: Return=     0.997, Steps=   4, Features = 16
  1315: E[0:00:10]-R[0:00:05]: Return=     0.993, Steps=   8, Features = 16
  1454: E[0:00:11]-R[0:00:04]: Return=     0.997, Steps=   4, Features = 16
  1592: E[0:00:12]-R[0:00:03]: Return=     0.995, Steps=   6, Features = 16
  1738: E[0:00:13]-R[0:00:02]: Return=     0.983, Steps=  18, Features = 16
  1887: E[0:00:14]-R[0:00:01]: Return=     0.993, Steps=   8, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=     0.996, Steps= 5.0, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=   -0.2166, Steps=17.6, Features = 16
   105: E[0:00:01]-R[0:00:13]: Return=     0.997, Steps=   4, Features = 16
   239: E[0:00:02]-R[0:00:13]: Return=     0.997, Steps=   4, Features = 16
   382: E[0:00:03]-R[0:00:12]: Return=     0.995, Steps=   6, Features = 16
   518: E[0:00:04]-R[0:00:11]: Return=     0.995, Steps=   6, Features = 16
   653: E[0:00:05]-R[0:00:10]: Return=     0.993, Steps=   8, Features = 16
   787: E[0:00:06]-R[0:00:09]: Return=    -1.004, Steps=   5, Features = 16
   927: E[0:00:07]-R[0:00:08]: Return=     0.995, Steps=   6, Features = 16
  1064: E[0:00:08]-R[0:00:07]: Return=     -1.01, Steps=  11, Features = 16
  1198: E[0:00:09]-R[0:00:06]: Return=     0.989, Steps=  12, Features = 16
  1339: E[0:00:10]-R[0:00:05]: Return=     0.991, Steps=  10, Features = 16
  1475: E[0:00:11]-R[0:00:04]: Return=     0.993, Steps=   8, Features = 16
  1615: E[0:00:12]-R[0:00:03]: Return=     0.997, Steps=   4, Features = 16
  1754: E[0:00:13]-R[0:00:02]: Return=     0.989, Steps=  12, Features = 16
  1888: E[0:00:14]-R[0:00:01]: Return=     0.995, Steps=   6, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.7961, Steps= 4.9, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.5818, Steps=19.2, Features = 16
    85: E[0:00:01]-R[0:00:13]: Return=     0.997, Steps=   4, Features = 16
   204: E[0:00:02]-R[0:00:14]: Return=     0.995, Steps=   6, Features = 16
   338: E[0:00:03]-R[0:00:13]: Return=     0.995, Steps=   6, Features = 16
   480: E[0:00:04]-R[0:00:12]: Return=     0.989, Steps=  12, Features = 16
   617: E[0:00:05]-R[0:00:11]: Return=     0.991, Steps=  10, Features = 16
   751: E[0:00:06]-R[0:00:09]: Return=     0.997, Steps=   4, Features = 16
   884: E[0:00:07]-R[0:00:08]: Return=     0.997, Steps=   4, Features = 16
  1016: E[0:00:08]-R[0:00:08]: Return=     0.997, Steps=   4, Features = 16
  1151: E[0:00:09]-R[0:00:06]: Return=     0.991, Steps=  10, Features = 16
  1291: E[0:00:10]-R[0:00:05]: Return=     0.995, Steps=   6, Features = 16
  1423: E[0:00:11]-R[0:00:04]: Return=     0.995, Steps=   6, Features = 16
  1558: E[0:00:12]-R[0:00:03]: Return=     0.993, Steps=   8, Features = 16
  1694: E[0:00:13]-R[0:00:02]: Return=     0.989, Steps=  12, Features = 16
  1829: E[0:00:14]-R[0:00:01]: Return=     0.997, Steps=   4, Features = 16
  1969: E[0:00:15]-R[0:00:00]: Return=     0.991, Steps=  10, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.5964, Steps= 4.6, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=   -0.2194, Steps=20.4, Features = 16
   102: E[0:00:01]-R[0:00:14]: Return=     0.991, Steps=  10, Features = 16
   242: E[0:00:02]-R[0:00:13]: Return=     0.987, Steps=  14, Features = 16
   378: E[0:00:03]-R[0:00:12]: Return=     0.995, Steps=   6, Features = 16
   518: E[0:00:04]-R[0:00:11]: Return=     0.991, Steps=  10, Features = 16
   664: E[0:00:05]-R[0:00:10]: Return=     0.989, Steps=  12, Features = 16
   804: E[0:00:06]-R[0:00:09]: Return=     0.995, Steps=   6, Features = 16
   946: E[0:00:07]-R[0:00:08]: Return=     0.987, Steps=  14, Features = 16
  1088: E[0:00:08]-R[0:00:07]: Return=     0.997, Steps=   4, Features = 16
  1224: E[0:00:09]-R[0:00:06]: Return=     0.993, Steps=   8, Features = 16
  1362: E[0:00:10]-R[0:00:05]: Return=     0.993, Steps=   8, Features = 16
  1498: E[0:00:11]-R[0:00:04]: Return=     0.995, Steps=   6, Features = 16
  1636: E[0:00:12]-R[0:00:03]: Return=     0.997, Steps=   4, Features = 16
  1770: E[0:00:13]-R[0:00:02]: Return=     0.989, Steps=  12, Features = 16
  1920: E[0:00:14]-R[0:00:01]: Return=     0.987, Steps=  14, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9938, Steps= 7.2, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.1892, Steps=11.8, Features = 16
    98: E[0:00:01]-R[0:00:13]: Return=     0.977, Steps=  24, Features = 16
   228: E[0:00:02]-R[0:00:13]: Return=     0.997, Steps=   4, Features = 16
   359: E[0:00:03]-R[0:00:12]: Return=     0.997, Steps=   4, Features = 16
   490: E[0:00:04]-R[0:00:12]: Return=    -1.002, Steps=   3, Features = 16
   628: E[0:00:05]-R[0:00:10]: Return=     0.991, Steps=  10, Features = 16
   764: E[0:00:06]-R[0:00:09]: Return=     0.997, Steps=   4, Features = 16
   893: E[0:00:07]-R[0:00:08]: Return=    -1.006, Steps=   7, Features = 16
  1022: E[0:00:08]-R[0:00:08]: Return=    -1.002, Steps=   3, Features = 16
  1151: E[0:00:09]-R[0:00:07]: Return=     0.993, Steps=   8, Features = 16
  1284: E[0:00:10]-R[0:00:06]: Return=     0.997, Steps=   4, Features = 16
  1419: E[0:00:11]-R[0:00:04]: Return=     0.997, Steps=   4, Features = 16
  1555: E[0:00:12]-R[0:00:03]: Return=    -1.006, Steps=   7, Features = 16
  1687: E[0:00:13]-R[0:00:02]: Return=     0.997, Steps=   4, Features = 16
  1814: E[0:00:14]-R[0:00:01]: Return=     0.997, Steps=   4, Features = 16
  1944: E[0:00:15]-R[0:00:00]: Return=    -1.002, Steps=   3, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.3965, Steps= 4.5, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.1854, Steps=15.6, Features = 16
   116: E[0:00:01]-R[0:00:13]: Return=     0.995, Steps=   6, Features = 16
   248: E[0:00:02]-R[0:00:13]: Return=     0.993, Steps=   8, Features = 16
   402: E[0:00:03]-R[0:00:12]: Return=     0.983, Steps=  18, Features = 16
   546: E[0:00:04]-R[0:00:11]: Return=     0.993, Steps=   8, Features = 16
   688: E[0:00:05]-R[0:00:10]: Return=    -1.006, Steps=   7, Features = 16
   828: E[0:00:06]-R[0:00:09]: Return=     0.993, Steps=   8, Features = 16
   969: E[0:00:07]-R[0:00:08]: Return=     0.987, Steps=  14, Features = 16
  1108: E[0:00:08]-R[0:00:07]: Return=     0.991, Steps=  10, Features = 16
  1249: E[0:00:09]-R[0:00:05]: Return=     0.993, Steps=   8, Features = 16
  1387: E[0:00:10]-R[0:00:04]: Return=     0.985, Steps=  16, Features = 16
  1531: E[0:00:11]-R[0:00:03]: Return=     0.991, Steps=  10, Features = 16
  1661: E[0:00:12]-R[0:00:02]: Return=     0.987, Steps=  14, Features = 16
  1799: E[0:00:13]-R[0:00:01]: Return=     0.983, Steps=  18, Features = 16
  1930: E[0:00:14]-R[0:00:01]: Return=     0.985, Steps=  16, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9918, Steps= 9.2, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.3797, Steps=21.3, Features = 16
   106: E[0:00:01]-R[0:00:12]: Return=     -1.01, Steps=  11, Features = 16
   243: E[0:00:02]-R[0:00:12]: Return=     0.991, Steps=  10, Features = 16
   384: E[0:00:03]-R[0:00:11]: Return=     0.989, Steps=  12, Features = 16
   524: E[0:00:04]-R[0:00:11]: Return=     0.993, Steps=   8, Features = 16
   676: E[0:00:05]-R[0:00:09]: Return=     0.981, Steps=  20, Features = 16
   814: E[0:00:06]-R[0:00:09]: Return=     0.989, Steps=  12, Features = 16
   958: E[0:00:07]-R[0:00:08]: Return=     0.993, Steps=   8, Features = 16
  1096: E[0:00:08]-R[0:00:07]: Return=     0.997, Steps=   4, Features = 16
  1228: E[0:00:09]-R[0:00:06]: Return=     0.995, Steps=   6, Features = 16
  1368: E[0:00:10]-R[0:00:05]: Return=     0.995, Steps=   6, Features = 16
  1502: E[0:00:11]-R[0:00:04]: Return=     0.993, Steps=   8, Features = 16
  1642: E[0:00:12]-R[0:00:03]: Return=     0.995, Steps=   6, Features = 16
  1774: E[0:00:13]-R[0:00:02]: Return=     0.997, Steps=   4, Features = 16
  1912: E[0:00:14]-R[0:00:01]: Return=     0.993, Steps=   8, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9948, Steps= 6.2, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=   -0.6066, Steps= 7.6, Features = 16
   114: E[0:00:01]-R[0:00:14]: Return=    -1.018, Steps=  19, Features = 16
   268: E[0:00:02]-R[0:00:13]: Return=     0.981, Steps=  20, Features = 16
   407: E[0:00:03]-R[0:00:12]: Return=     0.997, Steps=   4, Features = 16
   545: E[0:00:04]-R[0:00:11]: Return=    -1.008, Steps=   9, Features = 16
