     0: >>> E[0:00:00]-R[?]: Return=    0.9892, Steps=11.8, Features = 16
  1057: E[0:00:08]-R[0:00:07]: Return=     0.993, Steps=   8, Features = 16
  1198: E[0:00:09]-R[0:00:06]: Return=     0.997, Steps=   4, Features = 16
  1338: E[0:00:10]-R[0:00:05]: Return=     0.997, Steps=   4, Features = 16
  1484: E[0:00:11]-R[0:00:04]: Return=     0.991, Steps=  10, Features = 16
  1618: E[0:00:12]-R[0:00:03]: Return=     0.997, Steps=   4, Features = 16
  1752: E[0:00:13]-R[0:00:02]: Return=     0.991, Steps=  10, Features = 16
  1896: E[0:00:14]-R[0:00:01]: Return=     0.991, Steps=  10, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.5808, Steps=20.2, Features = 16
    95: E[0:00:01]-R[0:00:13]: Return=    -1.026, Steps=  27, Features = 16
   231: E[0:00:02]-R[0:00:13]: Return=     0.997, Steps=   4, Features = 16
   372: E[0:00:03]-R[0:00:12]: Return=     0.995, Steps=   6, Features = 16
   506: E[0:00:04]-R[0:00:11]: Return=     0.989, Steps=  12, Features = 16
   643: E[0:00:05]-R[0:00:10]: Return=     0.997, Steps=   4, Features = 16
   779: E[0:00:06]-R[0:00:09]: Return=     0.995, Steps=   6, Features = 16
   919: E[0:00:07]-R[0:00:08]: Return=     0.989, Steps=  12, Features = 16
  1057: E[0:00:08]-R[0:00:07]: Return=     0.993, Steps=   8, Features = 16
  1198: E[0:00:09]-R[0:00:06]: Return=     0.997, Steps=   4, Features = 16
  1338: E[0:00:10]-R[0:00:05]: Return=     0.997, Steps=   4, Features = 16
  1474: E[0:00:11]-R[0:00:04]: Return=     0.997, Steps=   4, Features = 16
  1614: E[0:00:12]-R[0:00:03]: Return=     0.989, Steps=  12, Features = 16
  1752: E[0:00:13]-R[0:00:02]: Return=     0.991, Steps=  10, Features = 16
  1896: E[0:00:14]-R[0:00:01]: Return=     0.991, Steps=  10, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.5808, Steps=20.2, Features = 16
    95: E[0:00:01]-R[0:00:13]: Return=    -1.026, Steps=  27, Features = 16
   227: E[0:00:02]-R[0:00:13]: Return=     0.991, Steps=  10, Features = 16
   366: E[0:00:03]-R[0:00:12]: Return=     0.985, Steps=  16, Features = 16
   506: E[0:00:04]-R[0:00:11]: Return=     0.989, Steps=  12, Features = 16
   649: E[0:00:05]-R[0:00:10]: Return=     0.995, Steps=   6, Features = 16
   795: E[0:00:06]-R[0:00:09]: Return=     0.989, Steps=  12, Features = 16
   935: E[0:00:07]-R[0:00:08]: Return=     0.991, Steps=  10, Features = 16
  1075: E[0:00:08]-R[0:00:07]: Return=     0.989, Steps=  12, Features = 16
  1218: E[0:00:09]-R[0:00:06]: Return=     0.991, Steps=  10, Features = 16
  1354: E[0:00:10]-R[0:00:05]: Return=     0.993, Steps=   8, Features = 16
  1494: E[0:00:11]-R[0:00:04]: Return=     0.995, Steps=   6, Features = 16
  1634: E[0:00:12]-R[0:00:03]: Return=     0.997, Steps=   4, Features = 16
  1770: E[0:00:13]-R[0:00:02]: Return=     0.995, Steps=   6, Features = 16
  1914: E[0:00:14]-R[0:00:01]: Return=     0.995, Steps=   6, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.5808, Steps=20.2, Features = 16
   153: E[0:00:01]-R[0:00:12]: Return=     0.943, Steps=  58, Features = 16
   285: E[0:00:02]-R[0:00:12]: Return=     0.995, Steps=   6, Features = 16
   430: E[0:00:03]-R[0:00:11]: Return=     0.985, Steps=  16, Features = 16
   572: E[0:00:04]-R[0:00:10]: Return=     0.991, Steps=  10, Features = 16
   707: E[0:00:05]-R[0:00:09]: Return=     0.995, Steps=   6, Features = 16
   849: E[0:00:06]-R[0:00:08]: Return=     0.997, Steps=   4, Features = 16
   991: E[0:00:07]-R[0:00:07]: Return=     0.995, Steps=   6, Features = 16
  1131: E[0:00:08]-R[0:00:06]: Return=     0.991, Steps=  10, Features = 16
  1274: E[0:00:09]-R[0:00:05]: Return=     0.991, Steps=  10, Features = 16
  1408: E[0:00:10]-R[0:00:04]: Return=     0.995, Steps=   6, Features = 16
  1552: E[0:00:11]-R[0:00:03]: Return=     0.995, Steps=   6, Features = 16
  1690: E[0:00:12]-R[0:00:02]: Return=     0.995, Steps=   6, Features = 16
  1828: E[0:00:13]-R[0:00:01]: Return=     0.995, Steps=   6, Features = 16
  1974: E[0:00:14]-R[0:00:00]: Return=     0.995, Steps=   6, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.5808, Steps=20.2, Features = 16
    95: E[0:00:01]-R[0:00:15]: Return=    -1.026, Steps=  27, Features = 16
   227: E[0:00:02]-R[0:00:14]: Return=     0.991, Steps=  10, Features = 16
   366: E[0:00:03]-R[0:00:13]: Return=     0.985, Steps=  16, Features = 16
   506: E[0:00:04]-R[0:00:11]: Return=     0.989, Steps=  12, Features = 16
   643: E[0:00:05]-R[0:00:10]: Return=     0.997, Steps=   4, Features = 16
   783: E[0:00:06]-R[0:00:09]: Return=     0.997, Steps=   4, Features = 16
   919: E[0:00:07]-R[0:00:08]: Return=     0.989, Steps=  12, Features = 16
  1057: E[0:00:08]-R[0:00:07]: Return=     0.993, Steps=   8, Features = 16
  1194: E[0:00:09]-R[0:00:06]: Return=     0.991, Steps=  10, Features = 16
  1334: E[0:00:10]-R[0:00:05]: Return=     0.993, Steps=   8, Features = 16
  1474: E[0:00:11]-R[0:00:04]: Return=     0.997, Steps=   4, Features = 16
  1614: E[0:00:12]-R[0:00:03]: Return=     0.989, Steps=  12, Features = 16
  1752: E[0:00:13]-R[0:00:02]: Return=     0.991, Steps=  10, Features = 16
  1896: E[0:00:14]-R[0:00:01]: Return=     0.991, Steps=  10, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.5808, Steps=20.2, Features = 16
   153: E[0:00:01]-R[0:00:12]: Return=     0.943, Steps=  58, Features = 16
   285: E[0:00:02]-R[0:00:12]: Return=     0.995, Steps=   6, Features = 16
   430: E[0:00:03]-R[0:00:11]: Return=     0.985, Steps=  16, Features = 16
   572: E[0:00:04]-R[0:00:10]: Return=     0.991, Steps=  10, Features = 16
   707: E[0:00:05]-R[0:00:09]: Return=     0.995, Steps=   6, Features = 16
   845: E[0:00:06]-R[0:00:08]: Return=     0.993, Steps=   8, Features = 16
   985: E[0:00:07]-R[0:00:07]: Return=     0.995, Steps=   6, Features = 16
  1117: E[0:00:08]-R[0:00:07]: Return=     0.997, Steps=   4, Features = 16
  1246: E[0:00:09]-R[0:00:06]: Return=     0.997, Steps=   4, Features = 16
  1376: E[0:00:10]-R[0:00:05]: Return=     0.991, Steps=  10, Features = 16
  1508: E[0:00:11]-R[0:00:04]: Return=     0.995, Steps=   6, Features = 16
  1656: E[0:00:12]-R[0:00:03]: Return=     0.987, Steps=  14, Features = 16
  1798: E[0:00:13]-R[0:00:02]: Return=     0.993, Steps=   8, Features = 16
  1944: E[0:00:15]-R[0:00:00]: Return=     0.985, Steps=  16, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.5808, Steps=20.2, Features = 16
    95: E[0:00:01]-R[0:00:13]: Return=    -1.026, Steps=  27, Features = 16
   227: E[0:00:02]-R[0:00:13]: Return=     0.991, Steps=  10, Features = 16
   366: E[0:00:03]-R[0:00:12]: Return=     0.985, Steps=  16, Features = 16
   506: E[0:00:04]-R[0:00:11]: Return=     0.989, Steps=  12, Features = 16
   649: E[0:00:05]-R[0:00:10]: Return=     0.995, Steps=   6, Features = 16
   795: E[0:00:06]-R[0:00:09]: Return=     0.989, Steps=  12, Features = 16
   935: E[0:00:07]-R[0:00:08]: Return=     0.991, Steps=  10, Features = 16
  1075: E[0:00:08]-R[0:00:07]: Return=     0.989, Steps=  12, Features = 16
  1218: E[0:00:09]-R[0:00:06]: Return=     0.991, Steps=  10, Features = 16
  1354: E[0:00:10]-R[0:00:05]: Return=     0.993, Steps=   8, Features = 16
  1494: E[0:00:11]-R[0:00:04]: Return=     0.995, Steps=   6, Features = 16
  1634: E[0:00:12]-R[0:00:03]: Return=     0.997, Steps=   4, Features = 16
  1770: E[0:00:13]-R[0:00:02]: Return=     0.995, Steps=   6, Features = 16
  1914: E[0:00:14]-R[0:00:01]: Return=     0.995, Steps=   6, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.5808, Steps=20.2, Features = 16
    95: E[0:00:01]-R[0:00:13]: Return=    -1.026, Steps=  27, Features = 16
   231: E[0:00:02]-R[0:00:13]: Return=     0.997, Steps=   4, Features = 16
   372: E[0:00:03]-R[0:00:12]: Return=     0.995, Steps=   6, Features = 16
   514: E[0:00:04]-R[0:00:11]: Return=     0.993, Steps=   8, Features = 16
   661: E[0:00:05]-R[0:00:10]: Return=     0.989, Steps=  12, Features = 16
   805: E[0:00:06]-R[0:00:09]: Return=     0.991, Steps=  10, Features = 16
   947: E[0:00:07]-R[0:00:08]: Return=     0.993, Steps=   8, Features = 16
  1095: E[0:00:08]-R[0:00:07]: Return=     0.987, Steps=  14, Features = 16
  1242: E[0:00:09]-R[0:00:05]: Return=     0.987, Steps=  14, Features = 16
  1380: E[0:00:10]-R[0:00:04]: Return=     0.997, Steps=   4, Features = 16
  1526: E[0:00:11]-R[0:00:03]: Return=     0.987, Steps=  14, Features = 16
  1670: E[0:00:12]-R[0:00:02]: Return=     0.991, Steps=  10, Features = 16
  1806: E[0:00:13]-R[0:00:01]: Return=     0.993, Steps=   8, Features = 16
  1944: E[0:00:14]-R[0:00:00]: Return=     0.985, Steps=  16, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.5808, Steps=20.2, Features = 16
    95: E[0:00:01]-R[0:00:13]: Return=    -1.026, Steps=  27, Features = 16
   211: E[0:00:02]-R[0:00:14]: Return=     0.997, Steps=   4, Features = 16
   344: E[0:00:03]-R[0:00:13]: Return=     0.993, Steps=   8, Features = 16
   482: E[0:00:04]-R[0:00:12]: Return=     0.993, Steps=   8, Features = 16
   621: E[0:00:05]-R[0:00:11]: Return=     0.997, Steps=   4, Features = 16
   751: E[0:00:06]-R[0:00:10]: Return=     0.997, Steps=   4, Features = 16
   891: E[0:00:07]-R[0:00:09]: Return=     0.993, Steps=   8, Features = 16
  1031: E[0:00:08]-R[0:00:07]: Return=     0.995, Steps=   6, Features = 16
  1166: E[0:00:09]-R[0:00:06]: Return=     0.995, Steps=   6, Features = 16
  1304: E[0:00:10]-R[0:00:05]: Return=     0.995, Steps=   6, Features = 16
  1446: E[0:00:11]-R[0:00:04]: Return=     0.995, Steps=   6, Features = 16
  1588: E[0:00:12]-R[0:00:03]: Return=     0.995, Steps=   6, Features = 16
  1722: E[0:00:13]-R[0:00:02]: Return=     0.997, Steps=   4, Features = 16
  1880: E[0:00:14]-R[0:00:01]: Return=     0.967, Steps=  34, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.5808, Steps=20.2, Features = 16
    95: E[0:00:01]-R[0:00:13]: Return=    -1.026, Steps=  27, Features = 16
   243: E[0:00:02]-R[0:00:13]: Return=     0.989, Steps=  12, Features = 16
   382: E[0:00:03]-R[0:00:12]: Return=     0.995, Steps=   6, Features = 16
   528: E[0:00:04]-R[0:00:11]: Return=     0.987, Steps=  14, Features = 16
   665: E[0:00:05]-R[0:00:10]: Return=     0.997, Steps=   4, Features = 16
   805: E[0:00:06]-R[0:00:09]: Return=     0.991, Steps=  10, Features = 16
   947: E[0:00:07]-R[0:00:08]: Return=     0.993, Steps=   8, Features = 16
  1095: E[0:00:08]-R[0:00:07]: Return=     0.987, Steps=  14, Features = 16
  1242: E[0:00:09]-R[0:00:06]: Return=     0.987, Steps=  14, Features = 16
  1380: E[0:00:10]-R[0:00:05]: Return=     0.997, Steps=   4, Features = 16
  1526: E[0:00:11]-R[0:00:03]: Return=     0.987, Steps=  14, Features = 16
  1660: E[0:00:12]-R[0:00:02]: Return=     0.997, Steps=   4, Features = 16
  1798: E[0:00:13]-R[0:00:01]: Return=     0.993, Steps=   8, Features = 16
  1944: E[0:00:14]-R[0:00:00]: Return=     0.985, Steps=  16, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.5808, Steps=20.2, Features = 16
    95: E[0:00:01]-R[0:00:13]: Return=    -1.026, Steps=  27, Features = 16
   227: E[0:00:02]-R[0:00:13]: Return=     0.991, Steps=  10, Features = 16
   366: E[0:00:03]-R[0:00:12]: Return=     0.985, Steps=  16, Features = 16
   506: E[0:00:04]-R[0:00:11]: Return=     0.989, Steps=  12, Features = 16
   643: E[0:00:05]-R[0:00:10]: Return=     0.997, Steps=   4, Features = 16
   779: E[0:00:06]-R[0:00:09]: Return=     0.995, Steps=   6, Features = 16
   919: E[0:00:07]-R[0:00:08]: Return=     0.989, Steps=  12, Features = 16
  1057: E[0:00:08]-R[0:00:07]: Return=     0.993, Steps=   8, Features = 16
  1194: E[0:00:09]-R[0:00:06]: Return=     0.991, Steps=  10, Features = 16
  1326: E[0:00:10]-R[0:00:05]: Return=     0.991, Steps=  10, Features = 16
  1470: E[0:00:11]-R[0:00:04]: Return=     0.977, Steps=  24, Features = 16
  1614: E[0:00:12]-R[0:00:03]: Return=     0.989, Steps=  12, Features = 16
  1752: E[0:00:13]-R[0:00:02]: Return=     0.991, Steps=  10, Features = 16
  1896: E[0:00:14]-R[0:00:01]: Return=     0.991, Steps=  10, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.5808, Steps=20.2, Features = 16
   153: E[0:00:01]-R[0:00:13]: Return=     0.943, Steps=  58, Features = 16
   285: E[0:00:02]-R[0:00:12]: Return=     0.995, Steps=   6, Features = 16
   430: E[0:00:03]-R[0:00:11]: Return=     0.985, Steps=  16, Features = 16
   572: E[0:00:04]-R[0:00:10]: Return=     0.991, Steps=  10, Features = 16
   707: E[0:00:05]-R[0:00:09]: Return=     0.995, Steps=   6, Features = 16
   845: E[0:00:06]-R[0:00:08]: Return=     0.993, Steps=   8, Features = 16
   985: E[0:00:07]-R[0:00:07]: Return=     0.995, Steps=   6, Features = 16
  1121: E[0:00:08]-R[0:00:06]: Return=     0.997, Steps=   4, Features = 16
  1264: E[0:00:09]-R[0:00:05]: Return=     0.993, Steps=   8, Features = 16
  1392: E[0:00:10]-R[0:00:04]: Return=     0.995, Steps=   6, Features = 16
  1530: E[0:00:11]-R[0:00:03]: Return=     0.997, Steps=   4, Features = 16
  1670: E[0:00:12]-R[0:00:02]: Return=     0.991, Steps=  10, Features = 16
  1806: E[0:00:13]-R[0:00:01]: Return=     0.993, Steps=   8, Features = 16
  1950: E[0:00:14]-R[0:00:00]: Return=     0.995, Steps=   6, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.5808, Steps=20.2, Features = 16
    95: E[0:00:01]-R[0:00:13]: Return=    -1.026, Steps=  27, Features = 16
   227: E[0:00:02]-R[0:00:13]: Return=     0.991, Steps=  10, Features = 16
   366: E[0:00:03]-R[0:00:12]: Return=     0.985, Steps=  16, Features = 16
   506: E[0:00:04]-R[0:00:11]: Return=     0.989, Steps=  12, Features = 16
   643: E[0:00:05]-R[0:00:10]: Return=     0.997, Steps=   4, Features = 16
   773: E[0:00:06]-R[0:00:09]: Return=     0.995, Steps=   6, Features = 16
   907: E[0:00:07]-R[0:00:08]: Return=     0.989, Steps=  12, Features = 16
  1043: E[0:00:08]-R[0:00:07]: Return=     0.993, Steps=   8, Features = 16
  1184: E[0:00:09]-R[0:00:06]: Return=     0.993, Steps=   8, Features = 16
  1326: E[0:00:10]-R[0:00:05]: Return=     0.991, Steps=  10, Features = 16
  1470: E[0:00:11]-R[0:00:04]: Return=     0.977, Steps=  24, Features = 16
  1614: E[0:00:12]-R[0:00:03]: Return=     0.989, Steps=  12, Features = 16
  1752: E[0:00:13]-R[0:00:02]: Return=     0.991, Steps=  10, Features = 16
  1896: E[0:00:14]-R[0:00:01]: Return=     0.991, Steps=  10, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.5808, Steps=20.2, Features = 16
    95: E[0:00:01]-R[0:00:13]: Return=    -1.026, Steps=  27, Features = 16
   231: E[0:00:02]-R[0:00:13]: Return=     0.997, Steps=   4, Features = 16
   372: E[0:00:03]-R[0:00:12]: Return=     0.995, Steps=   6, Features = 16
   514: E[0:00:04]-R[0:00:11]: Return=     0.993, Steps=   8, Features = 16
   649: E[0:00:05]-R[0:00:10]: Return=     0.995, Steps=   6, Features = 16
   795: E[0:00:06]-R[0:00:09]: Return=     0.989, Steps=  12, Features = 16
   935: E[0:00:07]-R[0:00:08]: Return=     0.991, Steps=  10, Features = 16
  1075: E[0:00:08]-R[0:00:07]: Return=     0.989, Steps=  12, Features = 16
  1218: E[0:00:09]-R[0:00:06]: Return=     0.991, Steps=  10, Features = 16
  1354: E[0:00:10]-R[0:00:05]: Return=     0.993, Steps=   8, Features = 16
  1488: E[0:00:11]-R[0:00:04]: Return=     0.997, Steps=   4, Features = 16
  1626: E[0:00:12]-R[0:00:03]: Return=     0.993, Steps=   8, Features = 16
  1764: E[0:00:13]-R[0:00:02]: Return=     0.997, Steps=   4, Features = 16
  1908: E[0:00:14]-R[0:00:01]: Return=     0.989, Steps=  12, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.5808, Steps=20.2, Features = 16
   153: E[0:00:01]-R[0:00:12]: Return=     0.943, Steps=  58, Features = 16
   285: E[0:00:02]-R[0:00:12]: Return=     0.995, Steps=   6, Features = 16
   430: E[0:00:03]-R[0:00:11]: Return=     0.985, Steps=  16, Features = 16
   572: E[0:00:04]-R[0:00:10]: Return=     0.991, Steps=  10, Features = 16
   713: E[0:00:05]-R[0:00:09]: Return=     0.995, Steps=   6, Features = 16
   855: E[0:00:06]-R[0:00:08]: Return=     0.995, Steps=   6, Features = 16
   997: E[0:00:07]-R[0:00:07]: Return=     0.995, Steps=   6, Features = 16
  1137: E[0:00:08]-R[0:00:06]: Return=     0.995, Steps=   6, Features = 16
  1274: E[0:00:09]-R[0:00:05]: Return=     0.991, Steps=  10, Features = 16
  1408: E[0:00:10]-R[0:00:04]: Return=     0.995, Steps=   6, Features = 16
  1546: E[0:00:11]-R[0:00:03]: Return=     0.997, Steps=   4, Features = 16
  1684: E[0:00:12]-R[0:00:02]: Return=     0.991, Steps=  10, Features = 16
  1822: E[0:00:13]-R[0:00:01]: Return=     0.989, Steps=  12, Features = 16
  1968: E[0:00:14]-R[0:00:00]: Return=     0.991, Steps=  10, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.5808, Steps=20.2, Features = 16
   153: E[0:00:01]-R[0:00:13]: Return=     0.943, Steps=  58, Features = 16
   271: E[0:00:02]-R[0:00:13]: Return=     0.993, Steps=   8, Features = 16
   398: E[0:00:03]-R[0:00:12]: Return=     0.993, Steps=   8, Features = 16
   542: E[0:00:04]-R[0:00:11]: Return=     0.987, Steps=  14, Features = 16
   675: E[0:00:05]-R[0:00:10]: Return=     0.997, Steps=   4, Features = 16
   813: E[0:00:06]-R[0:00:09]: Return=     0.993, Steps=   8, Features = 16
   947: E[0:00:07]-R[0:00:08]: Return=     0.993, Steps=   8, Features = 16
  1095: E[0:00:08]-R[0:00:07]: Return=     0.987, Steps=  14, Features = 16
  1242: E[0:00:09]-R[0:00:06]: Return=     0.987, Steps=  14, Features = 16
  1380: E[0:00:10]-R[0:00:05]: Return=     0.997, Steps=   4, Features = 16
  1526: E[0:00:11]-R[0:00:04]: Return=     0.987, Steps=  14, Features = 16
  1670: E[0:00:12]-R[0:00:02]: Return=     0.991, Steps=  10, Features = 16
  1810: E[0:00:13]-R[0:00:01]: Return=     0.997, Steps=   4, Features = 16
  1954: E[0:00:14]-R[0:00:00]: Return=     0.997, Steps=   4, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.5808, Steps=20.2, Features = 16
    95: E[0:00:01]-R[0:00:13]: Return=    -1.026, Steps=  27, Features = 16
   227: E[0:00:02]-R[0:00:13]: Return=     0.991, Steps=  10, Features = 16
   366: E[0:00:03]-R[0:00:12]: Return=     0.985, Steps=  16, Features = 16
   506: E[0:00:04]-R[0:00:11]: Return=     0.989, Steps=  12, Features = 16
   649: E[0:00:05]-R[0:00:10]: Return=     0.995, Steps=   6, Features = 16
   795: E[0:00:06]-R[0:00:09]: Return=     0.989, Steps=  12, Features = 16
   935: E[0:00:07]-R[0:00:08]: Return=     0.991, Steps=  10, Features = 16
  1075: E[0:00:08]-R[0:00:07]: Return=     0.989, Steps=  12, Features = 16
  1218: E[0:00:09]-R[0:00:06]: Return=     0.991, Steps=  10, Features = 16
  1354: E[0:00:10]-R[0:00:05]: Return=     0.993, Steps=   8, Features = 16
  1494: E[0:00:11]-R[0:00:04]: Return=     0.995, Steps=   6, Features = 16
  1626: E[0:00:12]-R[0:00:03]: Return=     0.993, Steps=   8, Features = 16
  1760: E[0:00:13]-R[0:00:02]: Return=     0.993, Steps=   8, Features = 16
  1896: E[0:00:14]-R[0:00:01]: Return=     0.991, Steps=  10, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.5808, Steps=20.2, Features = 16
   153: E[0:00:01]-R[0:00:13]: Return=     0.943, Steps=  58, Features = 16
   279: E[0:00:02]-R[0:00:13]: Return=     0.993, Steps=   8, Features = 16
   414: E[0:00:03]-R[0:00:12]: Return=     0.989, Steps=  12, Features = 16
   556: E[0:00:04]-R[0:00:11]: Return=     0.987, Steps=  14, Features = 16
   691: E[0:00:05]-R[0:00:10]: Return=     0.989, Steps=  12, Features = 16
   837: E[0:00:06]-R[0:00:09]: Return=     0.991, Steps=  10, Features = 16
   979: E[0:00:07]-R[0:00:08]: Return=     0.995, Steps=   6, Features = 16
  1117: E[0:00:08]-R[0:00:07]: Return=     0.997, Steps=   4, Features = 16
  1256: E[0:00:09]-R[0:00:06]: Return=     0.991, Steps=  10, Features = 16
  1396: E[0:00:10]-R[0:00:04]: Return=     0.997, Steps=   4, Features = 16
  1530: E[0:00:11]-R[0:00:04]: Return=     0.997, Steps=   4, Features = 16
  1670: E[0:00:12]-R[0:00:02]: Return=     0.991, Steps=  10, Features = 16
  1806: E[0:00:13]-R[0:00:01]: Return=     0.993, Steps=   8, Features = 16
  1950: E[0:00:15]-R[0:00:00]: Return=     0.995, Steps=   6, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.5808, Steps=20.2, Features = 16
    95: E[0:00:01]-R[0:00:13]: Return=    -1.026, Steps=  27, Features = 16
   231: E[0:00:02]-R[0:00:13]: Return=     0.997, Steps=   4, Features = 16
   372: E[0:00:03]-R[0:00:12]: Return=     0.995, Steps=   6, Features = 16
   506: E[0:00:04]-R[0:00:11]: Return=     0.989, Steps=  12, Features = 16
   639: E[0:00:05]-R[0:00:10]: Return=     0.995, Steps=   6, Features = 16
   773: E[0:00:06]-R[0:00:09]: Return=     0.995, Steps=   6, Features = 16
   907: E[0:00:07]-R[0:00:08]: Return=     0.989, Steps=  12, Features = 16
  1043: E[0:00:08]-R[0:00:07]: Return=     0.993, Steps=   8, Features = 16
  1184: E[0:00:09]-R[0:00:06]: Return=     0.993, Steps=   8, Features = 16
  1326: E[0:00:10]-R[0:00:05]: Return=     0.991, Steps=  10, Features = 16
  1470: E[0:00:11]-R[0:00:04]: Return=     0.977, Steps=  24, Features = 16
  1602: E[0:00:12]-R[0:00:03]: Return=     0.995, Steps=   6, Features = 16
  1738: E[0:00:13]-R[0:00:02]: Return=     0.995, Steps=   6, Features = 16
  1880: E[0:00:14]-R[0:00:01]: Return=     0.967, Steps=  34, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.5808, Steps=20.2, Features = 16
   153: E[0:00:01]-R[0:00:12]: Return=     0.943, Steps=  58, Features = 16
   291: E[0:00:02]-R[0:00:12]: Return=     0.995, Steps=   6, Features = 16
   436: E[0:00:03]-R[0:00:11]: Return=     0.995, Steps=   6, Features = 16
   590: E[0:00:04]-R[0:00:10]: Return=     0.989, Steps=  12, Features = 16
   741: E[0:00:05]-R[0:00:09]: Return=     0.987, Steps=  14, Features = 16
   879: E[0:00:06]-R[0:00:08]: Return=     0.995, Steps=   6, Features = 16
  1019: E[0:00:07]-R[0:00:07]: Return=     0.997, Steps=   4, Features = 16
  1160: E[0:00:08]-R[0:00:06]: Return=     0.991, Steps=  10, Features = 16
  1298: E[0:00:09]-R[0:00:05]: Return=     0.993, Steps=   8, Features = 16
  1440: E[0:00:10]-R[0:00:04]: Return=     0.979, Steps=  22, Features = 16
  1578: E[0:00:11]-R[0:00:03]: Return=     0.997, Steps=   4, Features = 16
  1718: E[0:00:12]-R[0:00:02]: Return=     0.997, Steps=   4, Features = 16
  1880: E[0:00:14]-R[0:00:01]: Return=     0.967, Steps=  34, Features = 16
