     0: >>> E[0:00:00]-R[?]: Return=    -0.924, Steps=5.02, Features = 16
 18880: E[0:02:45]-R[0:00:53]: Return=    -1.231, Steps= 232, Features = 25
 19294: E[0:02:48]-R[0:00:50]: Return=    -1.383, Steps= 384, Features = 25
 19442: E[0:02:50]-R[0:00:49]: Return=    -1.055, Steps=  56, Features = 25
 19634: E[0:02:52]-R[0:00:47]: Return=    -1.191, Steps= 192, Features = 25
 19898: E[0:02:54]-R[0:00:45]: Return=     0.769, Steps= 232, Features = 25
 20000: >>> E[0:02:55]-R[0:00:44]: Return=    -0.085, Steps=286.0, Features = 25
 20124: E[0:02:56]-R[0:00:43]: Return=    -1.039, Steps=  40, Features = 25
 20284: E[0:02:57]-R[0:00:41]: Return=     0.891, Steps= 110, Features = 25
 20444: E[0:02:59]-R[0:00:40]: Return=    -1.159, Steps= 160, Features = 25
 20560: E[0:03:00]-R[0:00:39]: Return=    -1.047, Steps=  48, Features = 25
 20680: E[0:03:01]-R[0:00:38]: Return=    -1.119, Steps= 120, Features = 25
 20900: E[0:03:03]-R[0:00:36]: Return=    -1.115, Steps= 116, Features = 25
 21078: E[0:03:04]-R[0:00:34]: Return=    -1.077, Steps=  78, Features = 25
 21242: E[0:03:06]-R[0:00:33]: Return=    -1.053, Steps=  54, Features = 25
 21364: E[0:03:07]-R[0:00:32]: Return=    -1.113, Steps= 114, Features = 25
 21522: E[0:03:08]-R[0:00:30]: Return=    -1.067, Steps=  68, Features = 25
 21696: E[0:03:10]-R[0:00:29]: Return=    -1.087, Steps=  88, Features = 25
 22304: E[0:03:15]-R[0:00:24]: Return=     0.437, Steps= 564, Features = 25
 22500: >>> E[0:03:17]-R[0:00:22]: Return=   -0.7646, Steps=165.6, Features = 25
 22738: E[0:03:19]-R[0:00:20]: Return=     0.807, Steps= 194, Features = 25
 22912: E[0:03:20]-R[0:00:18]: Return=    -1.079, Steps=  80, Features = 25
 23146: E[0:03:22]-R[0:00:16]: Return=    -1.117, Steps= 118, Features = 25
 23306: E[0:03:24]-R[0:00:15]: Return=     0.853, Steps= 148, Features = 25
 23454: E[0:03:25]-R[0:00:14]: Return=    -1.097, Steps=  98, Features = 25
 24102: E[0:03:30]-R[0:00:08]: Return=    -1.615, Steps= 616, Features = 25
 24398: E[0:03:33]-R[0:00:05]: Return=    -1.191, Steps= 192, Features = 25
 24664: E[0:03:35]-R[0:00:03]: Return=    -1.259, Steps= 260, Features = 25
 24908: E[0:03:37]-R[0:00:01]: Return=    -1.161, Steps= 162, Features = 25
 25000: >>> E[0:03:38]-R[0:00:00]: Return=   -0.1512, Steps=152.2, Features = 25
Total Experiment Duration 0:03:38
     0: >>> E[0:00:00]-R[?]: Return=    -1.011, Steps=12.4, Features = 25
   196: E[0:00:02]-R[0:03:48]: Return=    -1.117, Steps= 118, Features = 25
   314: E[0:00:03]-R[0:03:45]: Return=    -1.019, Steps=  20, Features = 25
   468: E[0:00:04]-R[0:03:43]: Return=    -1.051, Steps=  52, Features = 25
   612: E[0:00:05]-R[0:03:39]: Return=    -1.033, Steps=  34, Features = 25
   766: E[0:00:07]-R[0:03:38]: Return=    -1.081, Steps=  82, Features = 25
  1018: E[0:00:09]-R[0:03:34]: Return=    -1.173, Steps= 174, Features = 25
  1494: E[0:00:13]-R[0:03:27]: Return=    -1.475, Steps= 476, Features = 25
  1806: E[0:00:16]-R[0:03:24]: Return=    -1.227, Steps= 228, Features = 25
  2056: E[0:00:18]-R[0:03:22]: Return=    -1.195, Steps= 196, Features = 25
  2342: E[0:00:21]-R[0:03:18]: Return=    -1.285, Steps= 286, Features = 25
  2500: >>> E[0:00:22]-R[0:03:17]: Return=    -1.165, Steps=166.4, Features = 25
  2720: E[0:00:24]-R[0:03:14]: Return=    -1.135, Steps= 136, Features = 25
  2838: E[0:00:25]-R[0:03:13]: Return=    -1.099, Steps= 100, Features = 25
  3096: E[0:00:27]-R[0:03:11]: Return=    -1.181, Steps= 182, Features = 25
  3242: E[0:00:28]-R[0:03:09]: Return=    -1.145, Steps= 146, Features = 25
  3412: E[0:00:30]-R[0:03:07]: Return=    -1.153, Steps= 154, Features = 25
  3562: E[0:00:31]-R[0:03:06]: Return=    -1.083, Steps=  84, Features = 25
  3748: E[0:00:33]-R[0:03:05]: Return=    -1.171, Steps= 172, Features = 25
  4048: E[0:00:35]-R[0:03:02]: Return=    -1.213, Steps= 214, Features = 25
  4246: E[0:00:37]-R[0:03:00]: Return=    -1.197, Steps= 198, Features = 25
  4372: E[0:00:38]-R[0:02:59]: Return=    -1.013, Steps=  14, Features = 25
  4602: E[0:00:40]-R[0:02:57]: Return=     0.859, Steps= 142, Features = 25
  4730: E[0:00:41]-R[0:02:56]: Return=    -1.103, Steps= 104, Features = 25
  4900: E[0:00:42]-R[0:02:54]: Return=    -1.069, Steps=  70, Features = 25
  5000: >>> E[0:00:43]-R[0:02:54]: Return=    -1.299, Steps=300.0, Features = 25
  5206: E[0:00:45]-R[0:02:52]: Return=    -1.195, Steps= 196, Features = 25
  5354: E[0:00:47]-R[0:02:51]: Return=    -1.129, Steps= 130, Features = 25
  5544: E[0:00:48]-R[0:02:49]: Return=     0.843, Steps= 158, Features = 25
  5682: E[0:00:49]-R[0:02:48]: Return=    -1.035, Steps=  36, Features = 25
  5856: E[0:00:51]-R[0:02:47]: Return=    -1.063, Steps=  64, Features = 25
  6082: E[0:00:53]-R[0:02:45]: Return=    -1.225, Steps= 226, Features = 25
  6494: E[0:00:56]-R[0:02:41]: Return=    -1.297, Steps= 298, Features = 25
  6624: E[0:00:58]-R[0:02:40]: Return=    -1.039, Steps=  40, Features = 25
  6902: E[0:01:00]-R[0:02:37]: Return=    -1.179, Steps= 180, Features = 25
  7268: E[0:01:03]-R[0:02:34]: Return=    -1.257, Steps= 258, Features = 25
  7500: >>> E[0:01:05]-R[0:02:32]: Return=    -1.299, Steps=300.2, Features = 25
  7622: E[0:01:06]-R[0:02:31]: Return=    -1.331, Steps= 332, Features = 25
  7842: E[0:01:08]-R[0:02:30]: Return=    -1.113, Steps= 114, Features = 25
  7982: E[0:01:10]-R[0:02:28]: Return=    -1.045, Steps=  46, Features = 25
  8326: E[0:01:13]-R[0:02:25]: Return=    -1.229, Steps= 230, Features = 25
  8552: E[0:01:15]-R[0:02:23]: Return=    -1.179, Steps= 180, Features = 25
  8706: E[0:01:16]-R[0:02:22]: Return=    -1.049, Steps=  50, Features = 25
  8886: E[0:01:18]-R[0:02:21]: Return=    -1.089, Steps=  90, Features = 25
  9100: E[0:01:19]-R[0:02:19]: Return=    -1.213, Steps= 214, Features = 25
  9480: E[0:01:23]-R[0:02:15]: Return=    -1.315, Steps= 316, Features = 25
  9616: E[0:01:24]-R[0:02:14]: Return=    -1.063, Steps=  64, Features = 25
 10000: >>> E[0:01:27]-R[0:02:11]: Return=    -1.153, Steps=154.0, Features = 25
 10130: E[0:01:28]-R[0:02:10]: Return=    -1.053, Steps=  54, Features = 25
 10274: E[0:01:30]-R[0:02:08]: Return=    -1.033, Steps=  34, Features = 25
 10416: E[0:01:31]-R[0:02:07]: Return=    -1.047, Steps=  48, Features = 25
 10560: E[0:01:32]-R[0:02:06]: Return=    -1.073, Steps=  74, Features = 25
 10846: E[0:01:35]-R[0:02:04]: Return=    -1.181, Steps= 182, Features = 25
 10966: E[0:01:36]-R[0:02:02]: Return=    -1.017, Steps=  18, Features = 25
 11152: E[0:01:37]-R[0:02:01]: Return=    -1.151, Steps= 152, Features = 25
 11636: E[0:01:42]-R[0:01:57]: Return=    -1.427, Steps= 428, Features = 25
 11840: E[0:01:43]-R[0:01:55]: Return=    -1.147, Steps= 148, Features = 25
 12306: E[0:01:47]-R[0:01:51]: Return=    -1.419, Steps= 420, Features = 25
 12500: >>> E[0:01:49]-R[0:01:49]: Return=    -1.257, Steps=257.6, Features = 25
 12628: E[0:01:50]-R[0:01:48]: Return=    -1.103, Steps= 104, Features = 25
 12762: E[0:01:51]-R[0:01:47]: Return=    -1.033, Steps=  34, Features = 25
 12900: E[0:01:53]-R[0:01:46]: Return=    -1.137, Steps= 138, Features = 25
 13050: E[0:01:54]-R[0:01:44]: Return=    -1.045, Steps=  46, Features = 25
 13230: E[0:01:56]-R[0:01:43]: Return=     0.913, Steps=  88, Features = 25
 13546: E[0:01:58]-R[0:01:40]: Return=    -1.229, Steps= 230, Features = 25
 13802: E[0:02:01]-R[0:01:38]: Return=    -1.205, Steps= 206, Features = 25
 14102: E[0:02:03]-R[0:01:35]: Return=    -1.213, Steps= 214, Features = 25
 14278: E[0:02:05]-R[0:01:34]: Return=     0.825, Steps= 176, Features = 25
 14514: E[0:02:07]-R[0:01:32]: Return=     0.817, Steps= 184, Features = 25
 14744: E[0:02:09]-R[0:01:30]: Return=    -1.229, Steps= 230, Features = 25
 14986: E[0:02:11]-R[0:01:28]: Return=    -1.161, Steps= 162, Features = 25
 15000: >>> E[0:02:11]-R[0:01:27]: Return=    -1.339, Steps=440.0, Features = 25
 15152: E[0:02:12]-R[0:01:26]: Return=    -1.115, Steps= 116, Features = 25
 15270: E[0:02:14]-R[0:01:25]: Return=    -1.007, Steps=   8, Features = 25
 15520: E[0:02:16]-R[0:01:23]: Return=    -1.217, Steps= 218, Features = 25
 15884: E[0:02:19]-R[0:01:20]: Return=    -1.297, Steps= 298, Features = 25
 16022: E[0:02:20]-R[0:01:19]: Return=    -1.137, Steps= 138, Features = 25
 16198: E[0:02:22]-R[0:01:17]: Return=    -1.075, Steps=  76, Features = 25
 16448: E[0:02:24]-R[0:01:15]: Return=    -1.173, Steps= 174, Features = 25
 16578: E[0:02:25]-R[0:01:14]: Return=    -1.129, Steps= 130, Features = 25
 16692: E[0:02:26]-R[0:01:13]: Return=    -1.019, Steps=  20, Features = 25
 17070: E[0:02:29]-R[0:01:09]: Return=    -1.377, Steps= 378, Features = 25
 17246: E[0:02:31]-R[0:01:08]: Return=    -1.175, Steps= 176, Features = 25
 17500: >>> E[0:02:33]-R[0:01:06]: Return=    -1.335, Steps=335.8, Features = 25
 17640: E[0:02:34]-R[0:01:04]: Return=    -1.321, Steps= 322, Features = 25
 17806: E[0:02:36]-R[0:01:03]: Return=    -1.165, Steps= 166, Features = 25
 17950: E[0:02:37]-R[0:01:02]: Return=    -1.061, Steps=  62, Features = 25
 18184: E[0:02:39]-R[0:01:00]: Return=    -1.205, Steps= 206, Features = 25
 18404: E[0:02:41]-R[0:00:58]: Return=    -1.145, Steps= 146, Features = 25
 18530: E[0:02:42]-R[0:00:57]: Return=    -1.015, Steps=  16, Features = 25
 18746: E[0:02:44]-R[0:00:55]: Return=    -1.115, Steps= 116, Features = 25
 19164: E[0:02:48]-R[0:00:51]: Return=    -1.331, Steps= 332, Features = 25
 19422: E[0:02:50]-R[0:00:49]: Return=    -1.147, Steps= 148, Features = 25
 19646: E[0:02:52]-R[0:00:47]: Return=    -1.223, Steps= 224, Features = 25
 19886: E[0:02:54]-R[0:00:45]: Return=    -1.155, Steps= 156, Features = 25
 20000: >>> E[0:02:55]-R[0:00:44]: Return=    -1.339, Steps=339.6, Features = 25
 20128: E[0:02:56]-R[0:00:43]: Return=    -1.241, Steps= 242, Features = 25
 20506: E[0:02:59]-R[0:00:39]: Return=    -1.377, Steps= 378, Features = 25
 20714: E[0:03:01]-R[0:00:37]: Return=    -1.101, Steps= 102, Features = 25
 20982: E[0:03:04]-R[0:00:35]: Return=     0.757, Steps= 244, Features = 25
 21454: E[0:03:08]-R[0:00:31]: Return=    -1.397, Steps= 398, Features = 25
 21576: E[0:03:09]-R[0:00:30]: Return=    -1.031, Steps=  32, Features = 25
 21752: E[0:03:10]-R[0:00:28]: Return=    -1.079, Steps=  80, Features = 25
 21988: E[0:03:12]-R[0:00:26]: Return=    -1.185, Steps= 186, Features = 25
 22146: E[0:03:14]-R[0:00:25]: Return=    -1.077, Steps=  78, Features = 25
 22262: E[0:03:15]-R[0:00:24]: Return=    -1.059, Steps=  60, Features = 25
 22500: >>> E[0:03:17]-R[0:00:22]: Return=    -1.201, Steps=201.8, Features = 25
 22836: E[0:03:20]-R[0:00:19]: Return=    -1.555, Steps= 556, Features = 25
 23078: E[0:03:22]-R[0:00:17]: Return=    -1.155, Steps= 156, Features = 25
 23240: E[0:03:23]-R[0:00:15]: Return=    -1.111, Steps= 112, Features = 25
 23352: E[0:03:24]-R[0:00:14]: Return=    -1.025, Steps=  26, Features = 25
 23502: E[0:03:26]-R[0:00:13]: Return=    -1.077, Steps=  78, Features = 25
 23808: E[0:03:28]-R[0:00:10]: Return=    -1.305, Steps= 306, Features = 25
 23962: E[0:03:30]-R[0:00:09]: Return=    -1.153, Steps= 154, Features = 25
 24072: E[0:03:31]-R[0:00:08]: Return=    -1.031, Steps=  32, Features = 25
 24244: E[0:03:33]-R[0:00:07]: Return=    -1.083, Steps=  84, Features = 25
 24370: E[0:03:34]-R[0:00:06]: Return=    -1.067, Steps=  68, Features = 25
 24484: E[0:03:35]-R[0:00:05]: Return=    -1.083, Steps=  84, Features = 25
 24648: E[0:03:36]-R[0:00:03]: Return=    -1.163, Steps= 164, Features = 25
 24764: E[0:03:37]-R[0:00:02]: Return=    -1.097, Steps=  98, Features = 25
 24908: E[0:03:38]-R[0:00:01]: Return=    -1.065, Steps=  66, Features = 25
 25000: >>> E[0:03:39]-R[0:00:00]: Return=    -1.319, Steps=419.8, Features = 25
Total Experiment Duration 0:03:39
     0: >>> E[0:00:00]-R[?]: Return=    -1.011, Steps=12.4, Features = 25
   196: E[0:00:02]-R[0:23:00]: Return=    -1.117, Steps= 118, Features = 25
   314: E[0:00:03]-R[0:23:03]: Return=    -1.019, Steps=  20, Features = 25
   468: E[0:00:04]-R[0:22:45]: Return=    -1.051, Steps=  52, Features = 25
   578: E[0:00:05]-R[0:22:45]: Return=    -1.025, Steps=  26, Features = 25
   766: E[0:00:07]-R[0:22:41]: Return=    -1.081, Steps=  82, Features = 25
  1018: E[0:00:09]-R[0:22:34]: Return=    -1.173, Steps= 174, Features = 25
  1494: E[0:00:13]-R[0:22:08]: Return=    -1.475, Steps= 476, Features = 25
  1806: E[0:00:16]-R[0:21:59]: Return=    -1.227, Steps= 228, Features = 25
  2056: E[0:00:18]-R[0:21:52]: Return=    -1.195, Steps= 196, Features = 25
  2342: E[0:00:21]-R[0:21:44]: Return=    -1.285, Steps= 286, Features = 25
  2624: E[0:00:23]-R[0:21:36]: Return=    -1.281, Steps= 282, Features = 25
  2862: E[0:00:25]-R[0:21:30]: Return=    -1.141, Steps= 142, Features = 25
  3096: E[0:00:27]-R[0:21:24]: Return=    -1.233, Steps= 234, Features = 25
  3420: E[0:00:30]-R[0:21:17]: Return=     0.757, Steps= 244, Features = 25
  3558: E[0:00:31]-R[0:21:14]: Return=    -1.137, Steps= 138, Features = 25
  3684: E[0:00:32]-R[0:21:13]: Return=    -1.055, Steps=  56, Features = 25
  4018: E[0:00:35]-R[0:21:08]: Return=    -1.301, Steps= 302, Features = 25
  4218: E[0:00:37]-R[0:21:07]: Return=    -1.199, Steps= 200, Features = 25
  4368: E[0:00:38]-R[0:21:07]: Return=    -1.063, Steps=  64, Features = 25
  4608: E[0:00:40]-R[0:21:06]: Return=    -1.239, Steps= 240, Features = 25
  4766: E[0:00:41]-R[0:21:04]: Return=    -1.157, Steps= 158, Features = 25
  4936: E[0:00:43]-R[0:21:04]: Return=    -1.099, Steps= 100, Features = 25
  5168: E[0:00:45]-R[0:21:02]: Return=    -1.215, Steps= 216, Features = 25
  5352: E[0:00:47]-R[0:21:00]: Return=    -1.127, Steps= 128, Features = 25
  5552: E[0:00:48]-R[0:20:58]: Return=    -1.131, Steps= 132, Features = 25
  5778: E[0:00:50]-R[0:20:55]: Return=    -1.135, Steps= 136, Features = 25
  5902: E[0:00:51]-R[0:20:55]: Return=    -1.039, Steps=  40, Features = 25
  6078: E[0:00:53]-R[0:20:53]: Return=    -1.077, Steps=  78, Features = 25
  6306: E[0:00:55]-R[0:20:50]: Return=    -1.179, Steps= 180, Features = 25
  6432: E[0:00:56]-R[0:20:48]: Return=    -1.125, Steps= 126, Features = 25
  6588: E[0:00:57]-R[0:20:46]: Return=    -1.155, Steps= 156, Features = 25
  6724: E[0:00:58]-R[0:20:45]: Return=    -1.071, Steps=  72, Features = 25
  6922: E[0:01:00]-R[0:20:44]: Return=    -1.101, Steps= 102, Features = 25
  7072: E[0:01:01]-R[0:20:42]: Return=    -1.067, Steps=  68, Features = 25
  7282: E[0:01:03]-R[0:20:39]: Return=    -1.151, Steps= 152, Features = 25
  7514: E[0:01:05]-R[0:20:36]: Return=    -1.161, Steps= 162, Features = 25
  7722: E[0:01:07]-R[0:20:34]: Return=    -1.107, Steps= 108, Features = 25
  7876: E[0:01:08]-R[0:20:33]: Return=    -1.051, Steps=  52, Features = 25
  7994: E[0:01:09]-R[0:20:32]: Return=    -1.007, Steps=   8, Features = 25
  8136: E[0:01:11]-R[0:20:31]: Return=    -1.117, Steps= 118, Features = 25
  8264: E[0:01:12]-R[0:20:30]: Return=    -1.039, Steps=  40, Features = 25
  8404: E[0:01:13]-R[0:20:29]: Return=    -1.069, Steps=  70, Features = 25
  8548: E[0:01:14]-R[0:20:28]: Return=    -1.049, Steps=  50, Features = 25
  8704: E[0:01:16]-R[0:20:27]: Return=    -1.155, Steps= 156, Features = 25
  8848: E[0:01:17]-R[0:20:26]: Return=    -1.077, Steps=  78, Features = 25
  9026: E[0:01:18]-R[0:20:24]: Return=    -1.169, Steps= 170, Features = 25
  9162: E[0:01:19]-R[0:20:22]: Return=    -1.135, Steps= 136, Features = 25
  9602: E[0:01:23]-R[0:20:18]: Return=    -1.339, Steps= 340, Features = 25
  9914: E[0:01:26]-R[0:20:15]: Return=    -1.269, Steps= 270, Features = 25
 10100: E[0:01:28]-R[0:20:13]: Return=    -1.103, Steps= 104, Features = 25
 10220: E[0:01:29]-R[0:20:12]: Return=    -1.119, Steps= 120, Features = 25
 10340: E[0:01:30]-R[0:20:11]: Return=    -1.035, Steps=  36, Features = 25
 10622: E[0:01:32]-R[0:20:09]: Return=    -1.203, Steps= 204, Features = 25
 10798: E[0:01:34]-R[0:20:07]: Return=    -1.139, Steps= 140, Features = 25
 10960: E[0:01:35]-R[0:20:06]: Return=    -1.113, Steps= 114, Features = 25
 11110: E[0:01:36]-R[0:20:05]: Return=    -1.043, Steps=  44, Features = 25
 11252: E[0:01:38]-R[0:20:04]: Return=    -1.073, Steps=  74, Features = 25
 11486: E[0:01:40]-R[0:20:02]: Return=    -1.233, Steps= 234, Features = 25
 11704: E[0:01:42]-R[0:20:00]: Return=    -1.217, Steps= 218, Features = 25
 11860: E[0:01:43]-R[0:19:59]: Return=    -1.053, Steps=  54, Features = 25
 12106: E[0:01:45]-R[0:19:57]: Return=    -1.245, Steps= 246, Features = 25
 12342: E[0:01:47]-R[0:19:55]: Return=    -1.235, Steps= 236, Features = 25
 12508: E[0:01:49]-R[0:19:54]: Return=    -1.165, Steps= 166, Features = 25
 12732: E[0:01:51]-R[0:19:52]: Return=    -1.117, Steps= 118, Features = 25
 13024: E[0:01:53]-R[0:19:49]: Return=    -1.291, Steps= 292, Features = 25
 13322: E[0:01:56]-R[0:19:46]: Return=    -1.229, Steps= 230, Features = 25
 13478: E[0:01:57]-R[0:19:45]: Return=    -1.105, Steps= 106, Features = 25
 13656: E[0:01:59]-R[0:19:44]: Return=    -1.177, Steps= 178, Features = 25
 13806: E[0:02:00]-R[0:19:42]: Return=    -1.149, Steps= 150, Features = 25
 13990: E[0:02:01]-R[0:19:41]: Return=    -1.073, Steps=  74, Features = 25
 14110: E[0:02:03]-R[0:19:40]: Return=    -1.011, Steps=  12, Features = 25
 14336: E[0:02:04]-R[0:19:38]: Return=    -1.185, Steps= 186, Features = 25
 14624: E[0:02:07]-R[0:19:35]: Return=    -1.287, Steps= 288, Features = 25
 14778: E[0:02:08]-R[0:19:34]: Return=    -1.067, Steps=  68, Features = 25
 14888: E[0:02:09]-R[0:19:33]: Return=     0.913, Steps=  88, Features = 25
 15568: E[0:02:15]-R[0:19:26]: Return=    -1.571, Steps= 572, Features = 25
 15702: E[0:02:16]-R[0:19:25]: Return=    -1.025, Steps=  26, Features = 25
 15918: E[0:02:18]-R[0:19:23]: Return=    -1.215, Steps= 216, Features = 25
 16048: E[0:02:19]-R[0:19:22]: Return=    -1.033, Steps=  34, Features = 25
 16388: E[0:02:22]-R[0:19:20]: Return=    -1.263, Steps= 264, Features = 25
 16858: E[0:02:26]-R[0:19:16]: Return=    -1.449, Steps= 450, Features = 25
 17068: E[0:02:28]-R[0:19:14]: Return=    -1.127, Steps= 128, Features = 25
 17280: E[0:02:30]-R[0:19:11]: Return=    -1.211, Steps= 212, Features = 25
 17508: E[0:02:32]-R[0:19:09]: Return=    -1.227, Steps= 228, Features = 25
 17882: E[0:02:35]-R[0:19:05]: Return=    -1.275, Steps= 276, Features = 25
 18066: E[0:02:36]-R[0:19:03]: Return=    -1.177, Steps= 178, Features = 25
 18202: E[0:02:38]-R[0:19:01]: Return=    -1.055, Steps=  56, Features = 25
 18392: E[0:02:39]-R[0:18:59]: Return=    -1.133, Steps= 134, Features = 25
 18582: E[0:02:41]-R[0:18:58]: Return=    -1.179, Steps= 180, Features = 25
 18860: E[0:02:43]-R[0:18:55]: Return=    -1.231, Steps= 232, Features = 25
 19162: E[0:02:46]-R[0:18:51]: Return=    -1.301, Steps= 302, Features = 25
 19418: E[0:02:48]-R[0:18:49]: Return=    -1.145, Steps= 146, Features = 25
 19574: E[0:02:49]-R[0:18:47]: Return=    -1.155, Steps= 156, Features = 25
 19910: E[0:02:52]-R[0:18:45]: Return=    -1.267, Steps= 268, Features = 25
 20150: E[0:02:54]-R[0:18:43]: Return=    -1.239, Steps= 240, Features = 25
 20298: E[0:02:56]-R[0:18:42]: Return=    -1.049, Steps=  50, Features = 25
 20462: E[0:02:57]-R[0:18:42]: Return=    -1.163, Steps= 164, Features = 25
 20658: E[0:02:59]-R[0:18:41]: Return=    -1.195, Steps= 196, Features = 25
 20826: E[0:03:01]-R[0:18:40]: Return=    -1.167, Steps= 168, Features = 25
 20994: E[0:03:02]-R[0:18:39]: Return=     0.833, Steps= 168, Features = 25
 21164: E[0:03:04]-R[0:18:38]: Return=    -1.109, Steps= 110, Features = 25
 21318: E[0:03:05]-R[0:18:36]: Return=    -1.153, Steps= 154, Features = 25
 21508: E[0:03:07]-R[0:18:35]: Return=    -1.167, Steps= 168, Features = 25
 21996: E[0:03:11]-R[0:18:30]: Return=    -1.427, Steps= 428, Features = 25
 22150: E[0:03:12]-R[0:18:29]: Return=    -1.153, Steps= 154, Features = 25
 22276: E[0:03:13]-R[0:18:28]: Return=    -1.063, Steps=  64, Features = 25
 22412: E[0:03:14]-R[0:18:26]: Return=    -1.135, Steps= 136, Features = 25
 22546: E[0:03:15]-R[0:18:25]: Return=    -1.133, Steps= 134, Features = 25
 22776: E[0:03:17]-R[0:18:23]: Return=    -1.219, Steps= 220, Features = 25
 22998: E[0:03:19]-R[0:18:20]: Return=    -1.115, Steps= 116, Features = 25
 23262: E[0:03:21]-R[0:18:18]: Return=    -1.149, Steps= 150, Features = 25
 23394: E[0:03:23]-R[0:18:17]: Return=    -1.069, Steps=  70, Features = 25
 24148: E[0:03:29]-R[0:18:09]: Return=    -1.665, Steps= 666, Features = 25
 24366: E[0:03:31]-R[0:18:07]: Return=    -1.157, Steps= 158, Features = 25
 24666: E[0:03:33]-R[0:18:04]: Return=    -1.299, Steps= 300, Features = 25
 24838: E[0:03:35]-R[0:18:02]: Return=    -1.077, Steps=  78, Features = 25
 25014: E[0:03:36]-R[0:18:01]: Return=    -1.079, Steps=  80, Features = 25
 25152: E[0:03:37]-R[0:17:59]: Return=    -1.035, Steps=  36, Features = 25
 25322: E[0:03:39]-R[0:17:58]: Return=    -1.065, Steps=  66, Features = 25
 25654: E[0:03:42]-R[0:17:54]: Return=     0.669, Steps= 332, Features = 25
 25848: E[0:03:43]-R[0:17:53]: Return=    -1.095, Steps=  96, Features = 25
 25964: E[0:03:44]-R[0:17:52]: Return=    -1.013, Steps=  14, Features = 25
 26446: E[0:03:48]-R[0:17:47]: Return=    -1.481, Steps= 482, Features = 25
 26664: E[0:03:50]-R[0:17:45]: Return=    -1.101, Steps= 102, Features = 25
 26788: E[0:03:51]-R[0:17:44]: Return=    -1.123, Steps= 124, Features = 25
 26928: E[0:03:52]-R[0:17:42]: Return=    -1.139, Steps= 140, Features = 25
 27246: E[0:03:55]-R[0:17:39]: Return=    -1.309, Steps= 310, Features = 25
 27510: E[0:03:57]-R[0:17:37]: Return=    -1.159, Steps= 160, Features = 25
 27646: E[0:03:59]-R[0:17:36]: Return=    -1.135, Steps= 136, Features = 25
 27876: E[0:04:01]-R[0:17:34]: Return=    -1.229, Steps= 230, Features = 25
 28136: E[0:04:03]-R[0:17:32]: Return=    -1.227, Steps= 228, Features = 25
 28414: E[0:04:05]-R[0:17:29]: Return=    -1.205, Steps= 206, Features = 25
 28762: E[0:04:08]-R[0:17:26]: Return=    -1.243, Steps= 244, Features = 25
 28942: E[0:04:10]-R[0:17:24]: Return=    -1.099, Steps= 100, Features = 25
 29120: E[0:04:11]-R[0:17:22]: Return=    -1.177, Steps= 178, Features = 25
 29268: E[0:04:12]-R[0:17:21]: Return=    -1.147, Steps= 148, Features = 25
 29430: E[0:04:14]-R[0:17:19]: Return=    -1.161, Steps= 162, Features = 25
 29590: E[0:04:15]-R[0:17:18]: Return=    -1.125, Steps= 126, Features = 25
 29708: E[0:04:16]-R[0:17:17]: Return=    -1.053, Steps=  54, Features = 25
 29874: E[0:04:17]-R[0:17:15]: Return=    -1.165, Steps= 166, Features = 25
 30072: E[0:04:19]-R[0:17:13]: Return=    -1.197, Steps= 198, Features = 25
 30230: E[0:04:20]-R[0:17:12]: Return=    -1.089, Steps=  90, Features = 25
 30502: E[0:04:23]-R[0:17:09]: Return=    -1.173, Steps= 174, Features = 25
 30650: E[0:04:24]-R[0:17:08]: Return=    -1.147, Steps= 148, Features = 25
 30886: E[0:04:26]-R[0:17:06]: Return=    -1.235, Steps= 236, Features = 25
 31006: E[0:04:27]-R[0:17:05]: Return=    -1.039, Steps=  40, Features = 25
 31132: E[0:04:28]-R[0:17:03]: Return=    -1.125, Steps= 126, Features = 25
 31282: E[0:04:29]-R[0:17:02]: Return=    -1.149, Steps= 150, Features = 25
 31512: E[0:04:31]-R[0:17:00]: Return=    -1.229, Steps= 230, Features = 25
 31726: E[0:04:33]-R[0:16:58]: Return=    -1.213, Steps= 214, Features = 25
 31890: E[0:04:34]-R[0:16:56]: Return=    -1.091, Steps=  92, Features = 25
 32194: E[0:04:37]-R[0:16:54]: Return=     0.717, Steps= 284, Features = 25
 32574: E[0:04:40]-R[0:16:50]: Return=     0.637, Steps= 364, Features = 25
 32738: E[0:04:42]-R[0:16:49]: Return=    -1.149, Steps= 150, Features = 25
 32892: E[0:04:43]-R[0:16:48]: Return=    -1.089, Steps=  90, Features = 25
 33198: E[0:04:46]-R[0:16:45]: Return=    -1.197, Steps= 198, Features = 25
 33378: E[0:04:47]-R[0:16:43]: Return=    -1.179, Steps= 180, Features = 25
 33644: E[0:04:49]-R[0:16:41]: Return=    -1.265, Steps= 266, Features = 25
 33780: E[0:04:51]-R[0:16:40]: Return=    -1.063, Steps=  64, Features = 25
 33914: E[0:04:52]-R[0:16:38]: Return=    -1.091, Steps=  92, Features = 25
 34036: E[0:04:53]-R[0:16:37]: Return=    -1.043, Steps=  44, Features = 25
 34496: E[0:04:57]-R[0:16:33]: Return=    -1.353, Steps= 354, Features = 25
 34772: E[0:04:59]-R[0:16:31]: Return=    -1.257, Steps= 258, Features = 25
